TAZ,Chd_09,Chd_10,Chd_11,Chd_12,Chd_13,Chd_T,Old_09,Old_10,Old_11,Old_12,Old_13,Old_T,Bik_09,Bik_10,Bik_11,Bik_12,Bik_13,Bik_T,Fat_09,Fat_10,Fat_11,Fat_12,Fat_13,Fat_T,Mbi_09,Mbi_10,Mbi_11,Mbi_12,Mbi_13,Mbi_T,Nit_09,Nit_10,Nit_11,Nit_12,Nit_13,Nit_T,OIn_09,OIn_10,OIn_11,OIn_12,OIn_13,Oln_T,Ped_09,Ped_10,Ped_11,Ped_12,Ped_13,Ped_T,Ser_09,Ser_10,Ser_11,Ser_12,Ser_13,Ser_T,Tot_09,Tot_10,Tot_11,Tot_12,Tot_13,Tot_T,Tru_09,Tru_10,Tru_11,Tru_12,Tru_13,Tru_T,WeD_09,WeD_10,WeD_11,WeD_12,WeD_13,WeD_T,WeE_09,WeE_10,WeE_11,WeE_12,WeE_13,WeE_T,VKT_0,LVKT_0,VKT_1,LVKT_1,VKT_2,LVKT_2,VKT_3,LVKT_3,VKT_A,LVKT_A,Ratio,Y_PoP,YA_Po,A_PoP,O_PoP,LNPOP,HHD1,HHD2,NO_MO,MOTO1,MOTO2,MOTOR,Bus,Car,Cyc,Walk,CY_WA,Modes,P_DEN,P_Res,P_Coma,P_Indu,P_Ofis,P_Park,P_Rds,P_Oths,Index,P_Sped,T_Sig,B_Stop,T_Stop,Train,Schols,AIM_ID,TOT_POPS,Area,sqkms,Long,Lat
TAZ0034,0,1,3,0,1,4,3,4,2,6,3,12,0,0,1,0,0,1,1,0,0,1,1,1,1,0,3,0,2,3,4,5,6,1,5,12,9,6,13,5,8,24,4,2,3,2,3,7,5,4,4,4,5,12,15,10,17,10,14,37,0,0,0,0,0,0,8,6,14,7,10,27,7,4,3,3,4,10,11.3,2.42,11.54,2.45,11.96,2.48,12.18,2.5,11.6,2.45,0.98,23.22,27.52,36.22,13.03,6.31309239,44.67355564,42.17850102,11.41993092,72.83640113,15.74366903,88.58007016,2.14154936,72.12471839,0.379117124,1.686608865,2.065725989,4.830507077,1046.370471,82.57913371,0,0,6.220769476,0,4.46712917,6.732705441,0.334729282,60,3,9,0,0,0,TAZ0034,551.7485352,1054.592238,1.054592238,145.219024,-37.9812302
TAZ0035,0,0,0,0,0,0,0,1,0,2,0,3,2,6,3,1,4,10,0,0,0,0,0,0,1,0,1,1,2,2,1,3,2,0,4,5,7,3,3,2,4,8,0,0,1,0,1,1,1,5,2,1,4,8,8,8,5,3,8,16,0,1,0,0,0,1,5,8,5,2,8,15,3,0,0,1,0,1,84.37,4.44,85.75,4.45,87.69,4.47,92.5,4.53,85.94,4.45,1.05,14.22,40.42,36.18,9.18,6.774187404,27.55546972,60.83712788,22.03468974,72.64175558,5.323548759,77.96530434,1.280174722,36.43735144,8.482609367,11.43096101,19.91357038,5.178783088,3791.432446,52.22414209,23.51705267,0,3.500077378,0,20.7588691,0,0.57729471,47,5,2,3,0,2,TAZ0035,874.9680786,461.5507869,0.461550787,144.9870255,-37.79233091
TAZ0036,0,0,0,0,0,0,2,3,2,1,2,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,6,5,8,4,4,3,16,1,6,2,3,2,11,2,3,5,2,1,10,7,11,9,6,4,26,0,0,0,0,0,0,5,9,6,5,4,20,2,2,3,1,0,6,13.86,2.63,14.54,2.68,14.84,2.7,15.27,2.73,14.41,2.67,0.98,23.22,27.52,36.22,13.03,5.530380251,44.67355579,42.17850199,11.41993133,72.83639962,15.74366904,88.58006867,2.141549339,72.12472144,0.379117121,1.686608829,2.06572595,4.830506609,1046.370515,4.082708937,0,0,0,0,7.374919481,88.54281386,0.221283146,55,6,12,0,2,0,TAZ0036,252.2398071,482.1254407,0.482125441,145.2118332,-37.98696681
TAZ0037,0,0,1,1,0,2,1,2,2,1,1,5,1,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,5,2,5,7,3,14,2,0,1,1,0,2,1,2,1,1,1,4,6,4,6,8,4,18,0,0,0,0,0,0,4,3,5,7,4,15,2,1,1,1,0,3,40.1,3.69,41.26,3.72,42.32,3.75,43.64,3.78,41.23,3.72,0.98,23.22,27.52,36.22,13.03,5.651865463,44.67355454,42.17850026,11.41993087,72.83640075,15.74366838,88.58006913,2.141549355,72.12472137,0.379117118,1.68660874,2.065725858,4.830506905,1046.370505,50.44849301,1.025260517,0,17.88513212,5.778796327,11.07153158,13.79056017,0.710005309,45,2,4,0,0,2,TAZ0037,284.8222961,544.3992358,0.544399236,145.2189867,-37.9896
TAZ0038,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,4,2,1,1,5,1,7,0,0,0,0,0,0,1,0,2,0,1,2,3,1,3,5,2,9,0,0,0,0,0,0,2,1,1,3,1,5,1,0,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,6.723097622,44.67355731,42.17850293,11.41993135,72.83640115,15.74366893,88.58007009,2.141549368,72.12472204,0.379117141,1.686608915,2.065726055,4.830507102,1046.370472,47.3949266,0.304398884,43.56212458,1.621243127,0,7.117146253,0,0.507946461,54,2,12,0,0,0,TAZ0038,831.388855,1589.088267,1.589088267,145.1858017,-37.99285907
TAZ0039,0,1,0,1,0,2,0,3,3,3,4,9,1,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,4,3,1,4,0,2,6,6,6,9,6,9,7,24,3,5,3,3,3,11,4,7,4,3,7,14,10,16,10,12,14,38,1,0,0,0,0,0,10,13,8,9,10,30,0,3,2,3,4,8,34.37,3.54,35.33,3.56,36.28,3.59,37.35,3.62,35.32,3.56,0.98,23.22,27.52,36.22,13.03,5.635735854,44.67355434,42.17849974,11.41993143,72.83639886,15.74366864,88.5800675,2.141549393,72.12471637,0.379117118,1.68660884,2.065725958,4.830506771,1046.370459,3.213877165,3.853123999,1.772419998,0.035439217,20.39804582,21.14643575,49.58073299,0.673676771,54,5,0,0,0,0,TAZ0039,280.2650757,535.6903633,0.535690363,145.2133024,-37.99172957
TAZ0040,0,0,0,0,0,0,1,4,0,1,1,5,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,2,0,2,0,1,0,3,5,8,2,1,5,11,0,0,1,0,0,1,0,1,1,3,0,5,5,9,3,4,5,16,0,1,0,0,0,1,5,5,3,3,5,11,0,4,0,1,0,5,28.09,3.34,28.48,3.35,29.32,3.38,29.91,3.4,28.63,3.35,0.98,23.22,27.52,36.22,13.03,6.081742569,44.67355568,42.17850232,11.41993141,72.83640142,15.74366989,88.58007132,2.141549423,72.12472124,0.379117136,1.686608915,2.065726051,4.830506936,1046.370512,27.38943068,9.170123872,10.11867755,0,34.59026828,17.64281383,1.088744012,0.785280527,59,1,2,0,0,0,TAZ0040,437.7914124,836.781355,0.836781355,145.2203722,-37.99516637
TAZ0041,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,2,1,1,1,4,0,2,1,1,2,4,0,0,0,0,0,0,0,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,5.932915135,44.67355323,42.17849956,11.41993161,72.83639871,15.74366889,88.5800676,2.141549348,72.12472004,0.379117129,1.686608935,2.065726065,4.830506857,1046.370446,78.94854522,0.583079007,0,0,13.0854499,1.341813979,6.043006525,0.364950905,60,1,6,0,0,0,TAZ0041,377.252655,721.08268,0.72108268,145.204385,-37.99566601
TAZ0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0,0,1,1,1,0,0,0,1,1,2,1,0,1,3,0,0,0,0,0,0,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,29.42,24.08,38.24,8.26,6.103474181,30.83843752,57.47536025,3.990685334,73.7592293,22.25008709,96.00931639,0.786367403,76.24668231,0.131340085,0.817320185,0.94866027,3.524431717,616.4415822,84.20818197,0.326879405,0,3.313505295,7.894471347,4.256900066,0,0.314071996,46,0,10,0,0,0,TAZ0042,447.4094543,1451.586623,1.451586623,145.2996617,-37.99960048
TAZ0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,29.42,24.08,38.24,8.26,6.656649068,30.83991291,57.47424251,3.990212215,73.75768331,22.25210329,96.0097866,0.786078555,76.2451282,0.131348408,0.817938644,0.949287053,3.523957507,612.4975941,66.84375174,0.122074753,0,6.901106654,15.0471914,1.053964144,19.82787996,0.570250273,50,0,6,0,0,1,TAZ0043,777.9397418,2789.06067,2.78906067,145.362196,-38.03271916
TAZ0044,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,6.570709416,44.67355395,42.17850143,11.41993101,72.83639772,15.74366876,88.58006648,2.141549377,72.12472357,0.379117143,1.686608823,2.065725966,4.830506874,1046.370382,7.516104335,0,35.76989342,0,0,41.59991046,45.34229979,0.64310454,80,0,0,0,0,0,TAZ0044,713.8760986,1776.938772,1.776938772,145.186267,-38.00026994
TAZ0045,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,3,1,2,2,6,0,0,0,1,0,1,0,1,1,0,1,2,0,4,2,2,3,8,0,0,0,0,0,0,0,4,2,2,2,8,0,0,0,0,1,0,21.98,3.09,22.48,3.11,23.15,3.14,23.87,3.17,22.54,3.12,0.98,23.22,27.52,36.22,13.03,6.749843497,44.67355714,42.17850167,11.41993179,72.83640389,15.74366991,88.5800738,2.141549369,72.12471752,0.379117107,1.686608855,2.065725962,4.830507107,1046.370461,71.30712414,0,25.38462297,0,0,3.307919715,0,0.360722255,67,1,4,0,0,0,TAZ0045,853.9251099,1632.160495,1.632160495,145.2031969,-38.00139809
TAZ0046,0,0,0,0,0,0,3,4,1,1,4,6,2,6,6,1,8,13,0,0,0,0,0,0,2,0,0,1,1,1,5,1,1,5,2,7,7,10,7,3,10,20,3,1,3,2,2,6,3,1,3,5,4,9,10,11,10,8,14,29,0,0,0,0,0,0,9,11,8,5,8,24,1,0,2,3,6,5,0,0,0,0,0,0,0,0,0,0,1.04,13.58,43.44,34.38,8.6,7.433764202,27.37440855,59.81357551,25.57919121,69.5774247,4.84338607,74.42081077,1.244739219,34.85249804,7.710607931,14.0995602,21.81016813,5.173386064,3469.172919,69.47154628,2.603564346,0,1.678183979,24.10408135,2.142745322,0,0.432666754,52,2,8,6,0,1,TAZ0046,1692.165253,975.5450905,0.975545091,144.9707573,-37.78913578
TAZ0047,0,1,0,0,0,1,0,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,2,3,4,1,9,0,0,0,0,0,0,2,1,2,0,2,3,2,3,5,4,3,12,0,1,1,1,0,3,1,2,5,4,3,11,1,1,0,0,0,1,35.42,3.57,37.59,3.63,38.54,3.65,42.21,3.74,37.18,3.62,0.98,23.22,27.52,36.22,13.03,6.705286194,44.67355487,42.17850136,11.41993063,72.83639453,15.74366827,88.58006279,2.141549507,72.12472325,0.379117112,1.686608884,2.065725996,4.830506999,1046.370444,0,0,91.57840833,0,0,8.421472435,0,0.14848817,71,1,1,0,0,0,TAZ0047,816.711731,1561.035601,1.561035601,145.2118224,-38.01047801
TAZ0048,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,1,3,1,0,5,0,1,0,0,0,1,0,1,0,0,0,1,0,2,3,1,0,6,0,1,0,0,0,1,0,1,3,1,0,5,0,1,0,0,0,1,22.89,3.13,24.01,3.18,26.54,3.28,27.89,3.33,24.48,3.2,0.98,23.22,27.52,36.22,13.03,7.256163186,44.67355586,42.17850287,11.4199311,72.83640319,15.74366908,88.58007227,2.14154929,72.12472142,0.3791171,1.686608855,2.065725954,4.830506841,1046.370456,3.440900332,7.170367313,70.40236881,0,0,17.81702926,3.507992334,0.502401948,84,3,0,0,0,0,TAZ0048,1416.810059,2771.378708,2.771378708,145.1944788,-38.00797298
TAZ0049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,3,0,1,0,1,1,2,0,1,2,0,1,3,0,1,0,1,0,2,0,1,0,2,1,3,0,2,2,3,2,7,0,0,0,0,0,0,0,2,2,2,1,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.01,29.42,24.08,38.24,8.26,6.350358737,30.83843882,57.4753663,3.990685343,73.7592252,22.25008623,96.00931143,0.786367408,76.24668666,0.131340082,0.81732016,0.948660242,3.524431853,616.441568,77.65372012,0,0,0,2.128686534,7.65612773,25.12529157,0.436156219,80,0,7,0,0,0,TAZ0049,572.6981201,2091.523183,2.091523183,145.3615225,-38.05916614
TAZ0050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,4,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1.01,29.42,24.08,38.24,8.26,6.26260228,30.83843888,57.47536221,3.990685543,73.75922694,22.25008634,96.00931328,0.786367407,76.24668545,0.131340085,0.817320192,0.948660277,3.524431932,616.4415656,94.33019117,0.218156262,0,1.395806773,4.057361077,0,0,0.132630518,58,0,12,0,0,0,TAZ0050,524.5822754,1701.994978,1.701994978,145.348943,-38.05851037
TAZ0051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,6.581843877,44.67355297,42.17849986,11.41993095,72.83639791,15.74366783,88.58006574,2.14154928,72.12471762,0.379117093,1.686608884,2.065725978,4.830506741,1046.370441,0,0,92.62090837,0,0,7.379141254,0,0.135328679,80,0,5,0,0,0,TAZ0051,721.8691406,1379.758966,1.379758966,145.2104026,-38.0180788
TAZ0052,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,2,1,2,0,0,0,0,0,0,1,0,0,1,2,1,2,0,0,3,3,3,0,0,0,0,0,0,1,0,0,3,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,6.183436728,44.67355171,42.17849775,11.41993134,72.83639842,15.74366901,88.58006743,2.141549258,72.12471603,0.379117101,1.686608799,2.065725899,4.830506941,1046.370429,0,0,92.17885933,0,0,7.821023915,0,0.141001613,68,1,6,0,0,0,TAZ0052,484.6547241,926.3529339,0.926352934,145.2086474,-38.02344765
TAZ0053,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,0,3,3,1,2,7,0,0,0,0,0,0,1,0,1,0,0,1,1,3,4,1,2,8,0,0,3,0,0,3,1,3,4,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,5.586001346,44.67355526,42.17849868,11.41993182,72.83640212,15.74366942,88.58007154,2.141549415,72.12472213,0.379117135,1.686608819,2.065725954,4.83050683,1046.370571,0,0,92.595654,0,0,7.403465447,0,0.135645587,60,1,3,0,0,0,TAZ0053,266.6671753,509.6948147,0.509694815,145.2075992,-38.02686767
TAZ0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,4,1,2,2,7,0,1,0,1,1,2,0,0,2,0,1,2,0,4,3,2,3,9,0,0,1,0,1,1,0,2,3,2,3,7,0,2,0,0,0,2,31.48,3.45,32.17,3.47,32.69,3.49,34.32,3.54,32.12,3.47,0.98,23.22,27.52,36.22,13.03,6.728023481,44.67355423,42.17850222,11.41993162,72.8363987,15.74366968,88.58006838,2.141549276,72.1247187,0.379117117,1.686608793,2.06572591,4.830506722,1046.370507,0.000220245,1.626559963,94.59919546,0,0.011099736,3.761244285,0,0.125353755,60,1,5,0,0,0,TAZ0054,835.4942627,1596.91088,1.59691088,145.2065987,-38.03206311
TAZ0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,7.147971786,44.6735533,42.17849874,11.41993154,72.83640138,15.74366896,88.58007034,2.141549354,72.12472128,0.379117123,1.686608835,2.065725958,4.830507016,1046.370464,0,0,82.67852839,0,0,0.868624514,49.35244104,0.357682298,80,0,6,0,0,0,TAZ0055,1271.524414,3229.928292,3.229928292,145.194953,-38.0312207
TAZ0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,6.663002978,44.6735554,42.17850143,11.41993115,72.83640295,15.74366896,88.5800719,2.141549252,72.12471901,0.379117113,1.686608778,2.065725891,4.830506538,1046.370462,0,0,100,0,0,0,0,0,60,0,0,0,0,0,TAZ0056,782.8984375,1496.407756,1.496407756,145.1968026,-38.02383001
TAZ0057,0,1,0,0,0,1,6,3,6,5,2,14,19,9,14,10,9,33,0,0,0,0,0,0,5,1,4,2,2,7,11,5,12,4,6,21,21,17,16,14,18,47,5,6,5,3,4,14,13,7,10,7,6,24,34,24,26,21,24,71,0,0,0,0,0,0,26,17,19,14,16,50,8,7,7,7,8,21,55.43,4.02,44.29,3.79,45.88,3.83,47.93,3.87,48.53,3.88,1.05,14.03,41.33,35.64,9,7.264188163,27.50091481,60.52872376,23.10335622,71.71786528,5.178779947,76.89664523,1.269667161,35.96739983,8.253691254,12.22226732,20.47595858,5.177182498,3688.478399,64.27771787,20.24854161,0,0,0.296079938,15.17778473,0,0.46808846,43,5,7,10,0,0,TAZ0057,1428.22567,774.4263561,0.774426356,144.9772827,-37.79486704
TAZ0058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,6.797574135,44.67355744,42.17850131,11.41993135,72.8364016,15.74366972,88.58007132,2.141549427,72.12472207,0.379117137,1.686608837,2.065725973,4.830507291,1046.370476,0,0,99.8720297,0,0,0.128383755,0,0.005051951,60,0,0,0,0,0,TAZ0058,895.671875,1711.966457,1.711966457,145.1974155,-38.01780716
TAZ0059,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,1,2,3,0,0,2,5,3,7,0,0,0,0,0,0,0,1,1,0,1,2,0,1,3,5,4,9,0,0,0,0,0,0,0,1,3,3,3,7,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1.01,29.42,24.08,38.24,8.26,6.283907645,30.83843752,57.47536405,3.99068557,73.75923219,22.2500877,96.00931989,0.786367418,76.24668633,0.131340092,0.81732015,0.948660241,3.524431946,616.4415946,98.1806996,0,0,0,0,1.819213295,0,0.046722264,69,0,12,0,0,0,TAZ0059,535.8786011,1738.617702,1.738617702,145.2901352,-38.08028491
TAZ0060,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,1,0,1,2,0,0,0,0,0,0,2,1,0,0,0,1,2,2,1,0,1,3,0,0,0,0,0,0,2,2,1,0,0,3,0,0,0,0,1,0,30.23,3.41,32.33,3.48,35.86,3.58,37.77,3.63,32.8,3.49,0.98,23.22,27.52,36.22,13.03,7.09379033,44.67355565,42.17850339,11.41993092,72.83640174,15.74366932,88.58007106,2.141549364,72.12471952,0.379117127,1.686608791,2.065725919,4.830506957,1046.370531,9.425634241,4.16075916,1.487224665,0,0,20.91311993,192.0422593,0.309025162,78,3,0,0,0,1,TAZ0060,1204.464478,5249.628482,5.249628482,145.1824355,-38.01488611
TAZ0061,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,7.871094797,44.6735549,42.17850288,11.4199305,72.83639945,15.74366914,88.58006859,2.141549558,72.12472346,0.379117146,1.686608946,2.065726093,4.830507063,1046.370409,40.88317598,16.02992412,3.359311184,0,9.208163694,4.106617204,79.24058083,0.657875795,83,0,0,0,0,0,TAZ0061,2620.432861,7654.553588,7.654553588,145.1811825,-38.02768519
TAZ0062,1,1,0,0,0,1,2,2,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,3,3,3,1,3,7,0,1,0,0,0,1,0,1,3,1,2,5,3,4,6,2,5,12,0,0,0,0,0,0,1,4,5,2,4,11,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.98,23.42,27.41,36.28,12.88,6.657123463,44.26158439,42.63399977,11.1944353,72.86440834,15.94115398,88.80556232,2.091492452,72.27697292,0.369964856,1.654499594,2.02446445,4.782263854,1024.030174,0,70.06563769,3.534179153,0,3.475003782,17.85805471,5.066320611,0.484544827,67,1,7,0,0,0,TAZ0062,778.3088799,1520.077517,1.520077517,145.2315405,-38.00481429
TAZ0063,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,3,4,0,1,2,0,3,0,0,0,0,0,0,4,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.01,29.42,24.08,38.24,8.26,6.252898767,30.83844037,57.47536585,3.990685568,73.75922811,22.25008721,96.00931532,0.786367406,76.24668576,0.131340091,0.817320133,0.948660225,3.524431789,616.4416498,36.78505011,0,0,0,43.76544678,12.3847316,14.12933055,0.642124138,95,0,2,0,0,0,TAZ0063,519.5166016,1804.609273,1.804609273,145.2859089,-38.12612731
TAZ0064,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0,1,0,2,1,0,0,0,0,0,0,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,27.34,23.32,39.63,9.72,8.098353358,30.70681316,57.69324949,4.145065603,73.42817533,22.42675331,95.85492864,0.864600829,75.47355421,0.228611835,0.982211597,1.210823432,3.826778974,786.7828951,7.501567731,0,0,0,75.34342411,2.393173108,14.76201999,0.400503201,74,0,0,0,0,0,TAZ0064,3289.047729,8360.765931,8.360765931,145.2530364,-37.94886997
TAZ0065,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,1,1,1,0,3,0,0,3,4,3,7,0,0,0,1,1,1,0,1,0,0,2,1,0,1,3,4,5,8,0,0,0,0,0,0,0,0,3,4,4,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.01,29.42,24.08,38.24,8.26,6.610926276,30.83844048,57.47536387,3.99068532,73.75923005,22.25008588,96.00931592,0.786367378,76.24668439,0.131340082,0.817320164,0.948660246,3.524431719,616.4415599,78.88238279,1.061503778,0,9.850985095,6.913576097,3.292852739,0,0.390966764,49,1,16,0,0,2,TAZ0065,743.1710815,2411.196112,2.411196112,145.2696238,-37.97281093
TAZ0066,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,2,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,1,1,4,0,0,0,0,0,0,0,1,1,1,1,3,1,0,1,0,0,1,15.89,2.77,16.24,2.79,16.82,2.82,17.13,2.84,16.32,2.79,1.01,28.78,24.44,38.03,8.75,6.161847286,32.3471705,55.80722391,4.786723704,73.66034328,21.55292712,95.21327039,0.907258796,75.87897405,0.153443472,0.894866606,1.048310078,3.640942461,644.0175814,59.16991241,3.550490478,0.27565043,7.683418657,27.48336016,1.845470414,0,0.55042266,45,0,2,0,0,0,TAZ0066,474.3034401,1473.07413,1.47307413,145.2322578,-37.99081403
TAZ0067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,0,1,2,0,0,3,0,1,0,1,0,2,0,0,1,1,1,2,0,1,3,1,1,5,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1.01,29.42,24.08,38.24,8.26,5.943076398,30.83843727,57.47536445,3.990685473,73.75922396,22.25008532,96.00930927,0.786367404,76.24668236,0.131340086,0.817320143,0.948660228,3.524431548,616.441563,69.36659641,2.633072347,0,3.290227193,23.20937408,1.499452343,0,0.44390279,43,0,5,0,0,1,TAZ0067,381.1055603,1236.453588,1.236453588,145.2454901,-37.99189454
