Zones,T_Sig,T_Stop,Schols,B_Stop,P_Sped,LN_AVKT,Total,Fatal,Serio,Minor,S1,S2,S3S,S4S,X2,X3,X4,X5,X5A,X5B,X6,X7,X8,X9,LNPOP,Y_POP,HHD1,HHD2,Cyc,X12,X13,X14,X15,Unemp,X17,X18,X20,E1,E2,E3,E4,E5,L2,L3,L4,L5,L6,L7,L8,Resi,Coma,Index,L11,VKT_10,LN_VKT_10,VKT_11,LN_VKT_11,VKT_12,LN_VKT_12,VKT_13,LN_VKT_13,AVKT ,TPOP,Long,Lat
2127112,1,0,0,4,80,0,1,0,1,0,67.79661017,20.339,33.051,34.746,19.83003,41.92635,10.1983,1.095238095,47.30878,52.69122,353,1672.80392,41,1795,5.863631176,28.04533,27.523,63.3028,5.52147,3.1,2.72727,73.63636,23.63636,9.15698,0,68.09816,1.84049,18.78788,24.24242,12.12121,39.39394,1.81818,0,23.20619,0,0,0,0,0,76.79381,0,0.08206,0.21043,0,0,0,0,0,0,0,0,0,352,145.1826458,-37.81616796
2127113,2,0,0,2,54.29,2.434887902,12,0,4,8,48.12030075,28.571,30.827,17.293,28.26511,37.62183,10.91618,1.08097166,47.75828,52.24172,513,2712.19759,36,1237,6.242223265,23.19688,34.031,54.4503,3.18725,2.6,9.89583,77.60417,10.9375,7.50383,0,64.94024,2.39044,15.66265,21.68675,12.4498,44.97992,3.61446,0,0,0,0,0,0,0,100,0,0,0.18951,11.46196243,2.439033938,10.57442402,2.358438257,12.20723085,2.502028469,12.54177417,2.529065006,11.4145391,514,145.1781607,-37.81567587
2127114,0,0,0,1,0,0,0,0,0,0,66.66666667,16,37.333,29.333,22.17195,38.00905,12.21719,0.887931034,53.84615,46.15385,221,3451.39331,36,1517,5.38907173,27.60181,24.286,62.8571,2.7027,2.7,5.6338,81.69014,12.67606,7.60234,5.40541,59.45946,5.40541,24.34783,23.47826,12.17391,34.78261,2.6087,0,0,0,0,0,0,0,100,0,0,0.06345,0,0,0,0,0,0,0,0,0,219,145.1807197,-37.81262608
2127115,2,0,0,2,70,2.76252838,10,0,2,8,41.97530864,27.16,25.926,16.049,30.63973,34.68013,12.12121,0.960526316,49.83165,50.16835,297,1069.03133,35,1038,5.697093487,22.55892,40.833,50,1.94805,2.5,6.61157,85.95041,4.13223,5.46529,0,64.93506,8.44156,17.94872,26.28205,15.38462,32.69231,3.84615,0,66.96305,0,0,0,0,0,33.03695,0,0.44598,0.27876,12.96083832,2.561932374,20.85499964,3.037593711,13.70368656,2.617664888,13.89146554,2.631274662,15.83984151,298,145.1752136,-37.80630337
2127116,0,0,0,3,48.33,0,0,0,0,0,52.94117647,26.738,36.364,16.578,20.9375,35.3125,15.625,1.009433962,49.84375,50.15625,640,3456.31968,34,1260,6.459904454,28.125,37.443,53.8813,1.08696,2.8,3.19635,78.08219,15.06849,10.12658,2.17391,67.3913,5.7971,19.42446,19.06475,20.14388,37.41007,3.95683,0,0,0,0,0,0,0,100,0,0,0.18488,0,0,0,0,0,0,0,0,0,639,145.171453,-37.80643651
2127117,0,0,0,3,50,0,0,0,0,0,64.44444444,21.481,44.444,20,19.82571,40.30501,13.0719,1.067567568,48.58388,51.41612,459,3026.17539,39,1368,6.12905021,26.79739,35.802,59.8765,2.7027,2.6,7.36196,79.1411,11.65644,4.65465,2.7027,59.90991,8.10811,17.93722,17.48879,19.73094,36.7713,5.38117,0,10.21847,0,0,0,0,0,89.78153,0,0.03172,0.15168,0,0,0,0,0,0,0,0,0,459,145.1688274,-37.80975375
2127118,0,0,0,1,50,0,0,0,0,0,61.46788991,19.266,43.119,18.349,24.92918,41.07649,8.78187,1,50.14164,49.85836,353,3404.52257,36,1387,5.869296913,25.21246,27.119,57.6271,1.68539,2.9,3.44828,74.13793,22.41379,4.90342,1.68539,69.66292,8.42697,19.42857,13.71429,18.28571,48.57143,0,0,0,0,0,0,0,0,100,0,0,0.10398,0,0,0,0,0,0,0,0,0,354,145.1734314,-37.80946812
2127119,2,0,0,4,51.67,0,4,0,1,3,49.6350365,19.708,36.496,13.139,24.69734,36.80387,15.49637,1.065,48.18402,51.81598,413,2765.41093,38,1305,6.023447593,23.00242,31.847,56.6879,2.06186,2.5,6.36943,75.15924,14.64968,7.65625,0,71.13402,5.6701,16.91542,16.41791,22.38806,38.30846,4.47761,0,0,0,0,0,0,0,100,0,0,0.14934,0,0,0,0,0,0,0,0,0,413,145.1728651,-37.81171775
2127120,0,0,0,0,45,0,1,0,0,1,72.85714286,15.714,52.857,20,14.56693,42.91339,14.17323,1.238938053,44.88189,55.11811,254,2885.06938,37,1449,5.533389489,28.34646,38.384,53.5354,5.35714,2.6,9.18367,76.53061,14.28571,14.94607,0,58.03571,3.57143,11.50442,16.81416,20.35398,43.36283,7.9646,0,0,0,0,0,0,0,100,0,0,0.08769,0,0,0,0,0,0,0,0,0,253,145.1782326,-37.82805297
2127121,0,0,1,0,42,0,0,0,0,0,60.86956522,26.957,44.348,16.522,24.43992,42.15886,16.08961,1.125541126,47.04684,52.95316,491,2595.90063,39,1219,6.196444128,17.31161,35.294,56.8627,4.1958,2.3,6.28019,81.15942,12.56039,5.69444,2.0979,59.09091,8.74126,16.49123,20,16.49123,40.35088,6.66667,0,0,0,14.35276,0,0,0,85.64724,0,0.04636,0.18914,0,0,0,0,0,0,0,0,0,491,145.1817274,-37.82935548
2127122,0,0,0,2,50,0,0,0,0,0,66.92913386,16.535,45.669,21.26,24.55243,40.40921,9.20716,1.041884817,48.8491,51.1509,391,3223.50363,34,1691,5.966146739,25.8312,23.846,67.6923,1.5,2.8,6.76692,74.43609,16.54135,6.54596,3.5,64,3,17.34694,20.40816,17.34694,41.83673,3.06122,0,0,0,0,0,0,0,100,0,0,0.12099,0,0,0,0,0,0,0,0,0,390,145.1700013,-37.81334903
2127123,1,0,0,2,65,0,3,0,0,3,40.66985646,24.88,25.359,15.311,24.60815,38.71473,13.16614,1,50,50,638,2936.67389,37,1077,6.458338283,23.51097,39.6,48.8,2.10526,2.4,12,72.8,10,14.01274,2.10526,62.10526,7.36842,13.33333,23.50877,17.19298,38.24561,4.5614,0,0,0,0,0,0,0,88.58278,11.41723,0.03584,0.21725,0,0,0,0,0,0,0,0,0,638,145.1691737,-37.81596652
2127124,1,0,0,3,43.33,0,1,0,0,1,35.25179856,23.022,17.266,17.986,36.70886,29.62025,10.12658,1.030769231,49.11392,50.88608,395,2763.28067,32,918,5.981414211,23.5443,46.763,47.482,5.78035,2.6,17.85714,74.28571,5,10.76159,6.35838,48.55491,8.09249,12.5,24.43182,17.04545,35.22727,6.81818,0,15.97663,0,16.52649,0,0,0,67.49688,0,0.12766,0.14331,0,0,0,0,0,0,0,0,0,396,145.1747751,-37.8151001
2127125,0,0,0,2,65,0,0,0,0,0,27.14285714,37.143,21.429,5.714,39.19598,28.64322,6.03015,0.913461538,51.25628,48.74372,199,2487.49767,30,1017,5.293304825,26.13065,41.538,41.5385,4.10959,3.1,20.63492,69.84127,9.52381,20,10.9589,56.16438,5.47945,12.5,33.33333,16.66667,27.77778,4.16667,0,0,0,0,0,0,0,40.6167,59.3833,0.34305,0.08,0,0,0,0,0,0,0,0,0,199,145.1728235,-37.81771093
2127126,0,0,2,3,42.5,0,0,0,0,0,50.78125,26.563,27.344,23.438,16.50854,29.60152,39.27894,1.538461538,39.46869,60.53131,527,2082.57596,52,1202,6.269096284,14.61101,39.355,50.3226,3.125,2.6,17.72152,67.08861,12.02532,8.27586,1.5625,54.16667,4.16667,9.94764,24.60733,18.32461,40.8377,6.28272,0,0,0,0,0,0,0,100,0,0,0.25353,0,0,0,0,0,0,0,0,0,528,145.1703285,-37.82269258
2127127,0,0,0,0,62,0,2,0,0,2,75,14.474,52.632,22.368,20.47782,39.59044,18.43003,1.123188406,47.09898,52.90102,293,2315.1135,41,1231,5.680172609,21.50171,34.259,59.2593,1.89873,2.7,2.75229,81.65138,15.59633,5.22599,1.89873,64.55696,7.59494,22.58065,17.41935,16.77419,39.35484,3.87097,0,6.64426,0,0,0,0,0,93.35574,0,0.01996,0.12656,0,0,0,0,0,0,0,0,0,293,145.1816163,-37.80462573
2127128,0,0,0,1,40,0,0,0,0,0,35.55555556,6.667,20,15.556,21.68142,37.16814,28.31858,1.389473684,43.36283,56.63717,226,2086.12205,51,372,5.424950017,12.83186,77.236,17.8862,5.66038,1.8,27.5,59.16667,8.33333,34.87805,0,67.92453,5.66038,13.72549,11.76471,17.64706,47.05882,9.80392,0,36.89404,0,0,0,0,0,63.10596,0,0.15291,0.10881,0,0,0,0,0,0,0,0,0,227,145.1835892,-37.8264118
2127129,1,0,0,2,0,0,3,0,0,3,0,0,0,0,0,100,0,0,100,0,3,8.75823,42,0,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.871,0,0,0,0,43.86817,0,47.26083,0,0.34253,0,0,0,0,0,0,0,0,0,3,145.1694639,-37.81987699
2127201,0,0,0,3,70,2.486904919,0,0,0,0,42.85714286,22.619,30.952,11.905,17.76316,39.47368,24.01316,1.02,49.67105,50.32895,304,1834.85919,41,974,5.713732806,18.75,53.077,44.6154,2.01342,2.2,6.06061,78.0303,13.63636,3.38983,2.01342,71.14094,4.02685,15.86207,22.75862,16.55172,37.93103,6.89655,0,35.31215,0,0,0,0,0,64.68785,0,0.14348,0.16514,11.97730304,2.483013446,11.23926824,2.419413739,12.85543834,2.553766939,13.2057544,2.580652674,12.02400321,303,145.1887968,-37.83906585
2127202,1,0,1,3,46.36,2.62513518,5,0,2,3,68.04123711,17.526,40.206,27.835,12.96296,45.37037,16.66667,1.050632911,48.45679,51.54321,324,1590.2467,42,1760,5.780743516,25,22.523,66.6667,5.59006,2.7,3.6036,73.87387,19.81982,6.5625,0,65.83851,9.31677,18.75,18.75,15,43.75,1.875,0,16.35726,0,8.4333,0,0,0,65.9215,9.28794,0.1364,0.20374,18.50967967,2.918293821,3.998261134,1.38585955,18.91138043,2.93976388,19.58396735,2.974711239,13.80644041,324,145.1938254,-37.83832987
2127203,0,0,0,3,70,0,0,0,0,0,68,32,41.333,26.667,19.81424,39.00929,20.43344,1.111842105,47.36842,52.63158,323,2888.76178,40,1375,5.771441123,20.74303,32.479,57.265,4.93827,2.8,9.32203,72.0339,16.10169,6.40625,3.7037,57.40741,9.87654,20.625,18.75,15,40.625,2.5,0,0,0,0,0,0,0,100,0,0,0.11112,0,0,0,0,0,0,0,0,0,321,145.2108298,-37.8316509
2127204,2,0,0,6,60,0,6,1,0,6,57.63888889,17.361,42.361,15.278,23.5514,39.43925,12.71028,1.316017316,42.99065,57.00935,535,1341.16454,37,1177,6.282266747,24.29907,40.417,53.3333,1.03093,2.2,5.43933,79.91632,5.85774,4.26136,1.03093,71.13402,9.27835,19.79522,24.91468,13.65188,36.86007,3.75427,0,0,0,0,0,0,54.04979,45.95021,0,0.28553,0.39891,0,0,0,0,0,0,0,0,0,535,145.191453,-37.83378098
2127205,0,0,0,2,60,0,1,0,0,1,55.26315789,26.974,32.237,23.026,20.70117,39.23205,21.86978,1.09122807,48.08013,51.91987,599,2346.66933,44,1322,6.390240667,18.19699,33.478,60.8696,2.8481,2.5,5.21739,75.65217,16.95652,4.63378,0.94937,62.02532,7.59494,14.8265,22.71293,12.93375,41.00946,3.78549,0,0,0,0,0,0,0,100,0,0,0.25398,0,0,0,0,0,0,0,0,0,596,145.1975862,-37.83310385
2127206,0,0,0,0,70,0,0,1,0,0,55,24.167,34.167,20.833,19.23077,40.86538,17.06731,0.971563981,50.24038,49.75962,416,2487.37332,45,1348,6.03068526,22.83654,33.939,53.3333,1.48515,2.6,4.84848,73.93939,19.39394,9.25926,0,66.83168,7.42574,20.60302,13.56784,15.57789,47.23618,1.50754,0,0,0,0,0,0,0,100,0,0,0.16724,0,0,0,0,0,0,0,0,0,416,145.2025951,-37.8327256
2127207,0,0,0,3,80,0,0,0,0,0,62.03703704,22.222,47.222,14.815,21.54696,39.50276,11.60221,1.074712644,48.34254,51.65746,362,3059.7317,36,1750,5.888877958,27.34807,23.016,64.2857,1.60428,2.8,2.43902,79.6748,14.63415,5.88235,0,62.03209,11.22995,11.29032,27.95699,9.67742,46.23656,4.83871,0,0,0,0,0,0,0,100,0,0,0.11798,0,0,0,0,0,0,0,0,0,361,145.2067655,-37.8322126
2127208,0,0,0,2,45,0,0,0,0,0,69.87951807,14.458,48.193,21.687,18.39763,35.01484,23.1454,1.146496815,46.2908,53.7092,337,2945.80911,41,1101,5.82008293,23.44214,41.259,48.951,0,2.4,8.39161,79.72028,6.99301,8.78939,2.05479,67.80822,11.64384,22.60274,18.49315,12.32877,38.35616,4.10959,0,0,0,0,0,0,0,100,0,0,0.1144,0,0,0,0,0,0,0,0,0,337,145.1855969,-37.8385617
2127209,0,0,0,0,47.5,0,0,0,0,0,56.875,23.75,33.125,23.75,16.38554,41.92771,11.80723,1,49.87952,50.12048,415,1857.73469,39,2349,6.025865974,29.87952,21.538,68.4615,2.32558,3.1,3.0303,70.45455,23.48485,4.55192,0,66.97674,6.97674,13.5514,20.56075,18.2243,41.58879,3.27103,0,32.93771,0,0,0,0,0,67.06229,0,0.13003,0.22285,0,0,0,0,0,0,0,0,0,414,145.1940779,-37.84241231
2127210,0,0,0,0,80,0,3,0,3,0,62.06896552,19.54,44.828,17.241,18.37349,40.66265,19.57831,1.178807947,46.38554,53.61446,332,2817.16075,42,1547,5.796057751,21.38554,31.579,63.1579,1.93548,2.6,7.75862,72.41379,17.24138,9.9839,0,71.6129,10.32258,23.56688,14.01274,15.92357,42.67516,3.82166,0,0,0,0,0,0,0,100,0,0,0.11678,0,0,0,0,0,0,0,0,0,329,145.2029346,-37.83617264
2127211,0,0,0,2,0,0,0,0,0,0,73.20261438,22.222,40.523,32.68,14.19069,44.56763,14.19069,0.977973568,50.77605,49.22395,451,2889.9842,42,1451,6.107022888,27.051,26.752,61.7834,1.2766,2.8,0,71.97452,23.56688,7.10383,0,71.91489,5.10638,11.91489,21.2766,20,41.2766,4.25532,0,0,0,0,0,0,0,100,0,0,0.15536,0,0,0,0,0,0,0,0,0,449,145.1968234,-37.84432807
2127212,0,0,0,2,0,0,1,0,0,1,71.15384615,19.231,38.462,32.692,19.83471,39.39394,14.87603,1.04519774,49.58678,50.41322,363,3251.27799,37,1555,5.891644212,25.89532,28.148,66.6667,3.43137,2.6,2.96296,88.88889,8.14815,3.97805,0,61.27451,8.82353,12.87129,17.32673,12.87129,49.50495,5.44554,0,0,0,0,0,0,0,100,0,0,0.11134,0,0,0,0,0,0,0,0,0,362,145.1985624,-37.84079346
2127213,0,0,1,3,45,0,1,0,0,1,58.39416058,27.007,41.606,16.788,20.54264,40.31008,17.44186,0.977011494,50.5814,49.4186,516,1151.74903,39,1509,6.246106765,21.70543,30.769,60,0,2.6,0,79.59184,18.87755,9.29878,0,71.2,8.8,17.67068,17.67068,11.64659,46.98795,3.21285,0,11.21677,0,14.51002,0,0,0,74.27321,0,0.0935,0.44801,0,0,0,0,0,0,0,0,0,516,145.2036362,-37.84402598
2127214,1,0,0,3,0,0,9,0,2,7,69.76744186,24.419,43.023,26.744,16.7382,34.76395,29.82833,1.240384615,44.63519,55.36481,466,3358.79829,45,1151,6.144185634,18.66953,38.095,50.3401,3.46821,2.6,9.52381,73.46939,17.0068,11.24744,2.89017,66.47399,5.20231,17.61364,22.15909,15.34091,38.06818,1.70455,0,0,0,0,0,0,0,100,0,0,0.13874,0,0,0,0,0,0,0,0,0,466,145.2075393,-37.83468271
2127215,0,0,0,8,43.33,0,1,0,0,1,68.23529412,10.588,43.529,24.706,15.45139,40.625,16.84028,1,50,50,576,2848.75845,41,1301,6.356107661,27.08333,33.173,60.5769,1.47059,2.7,1.43541,77.51196,21.05263,7.43551,0,65.44118,8.08824,15.80882,21.32353,14.33824,43.75,2.57353,0,0,0,0,0,0,0,100,0,0,0.20219,0,0,0,0,0,0,0,0,0,576,145.2051852,-37.83904371
2127216,0,0,1,2,43.33,0,1,0,0,1,63.76811594,31.159,33.333,30.435,18.41542,41.32762,16.70236,1.004291845,50.10707,49.89293,467,2174.82604,41,1241,6.146329258,23.5546,33.333,53.5948,0,3,0,78.28947,19.07895,6.09579,0,74.10359,6.3745,22.70916,16.33466,16.33466,37.4502,4.78088,0,19.77293,0,10.56139,0,0,0,69.66568,0,0.11615,0.21473,0,0,0,0,0,0,0,0,0,467,145.2104695,-37.83833229
2127217,0,0,0,1,0,0,1,0,1,0,63.63636364,27.273,34.545,29.091,17.59259,43.98148,16.66667,1.155,46.52778,53.47222,432,1535.61322,43,1583,6.06610809,21.75926,29.114,60.7595,0,2.8,1.91083,71.33758,26.75159,4.81752,0,68.66953,6.43777,14.22414,16.37931,19.39655,46.12069,1.2931,0,38.5601,0,0,0,0,0,61.43991,0,0.16322,0.28067,0,0,0,0,0,0,0,0,0,431,145.2088059,-37.84216845
2127218,1,0,0,0,0,0,3,0,0,3,59.50413223,26.446,31.405,28.099,22.24824,39.81265,11.24122,1.063106796,48.24356,51.75644,427,1911.2742,36,1619,6.052089169,26.69789,21.739,67.3913,2.72727,3,2.94118,80.88235,16.17647,4.96454,1.36364,69.09091,4.09091,17.19457,25.79186,17.64706,35.29412,2.71493,0,17.16528,0,0,0,0,0,82.83472,0,0.05701,0.22236,0,0,0,0,0,0,0,0,0,425,145.2148828,-37.83586226
2127219,0,0,0,1,0,0,1,0,1,0,71.42857143,25.17,52.381,19.048,15.07128,41.75153,15.47862,1,50.10183,49.89817,491,3819.66114,38,1571,6.194405391,27.69857,33.333,58.9286,1.27119,2.9,4.19162,78.44311,15.56886,4.35435,0,70.76271,5.08475,14.40678,17.79661,25,36.44068,5.08475,0,0,0,0,0,0,0,100,0,0,0.12828,0,0,0,0,0,0,0,0,0,490,145.2122249,-37.83538752
2127220,0,0,1,2,42.5,0,0,0,0,0,60.6741573,20.225,37.079,23.596,17,46.33333,14,0.986666667,50.66667,49.33333,300,2637.11066,42,1224,5.697093487,22.66667,26.786,63.3929,0,2.8,4.58716,77.06422,14.6789,8.43195,2.66667,71.33333,8.66667,18.54305,13.90728,15.89404,47.68212,0,0,0,0,18.74709,0,0,0,81.25291,0,0.06328,0.113,0,0,0,0,0,0,0,0,0,298,145.1846814,-37.84206792
2127221,0,0,0,0,0,0,0,0,0,0,68.22429907,20.561,52.336,15.888,15.53885,34.33584,24.06015,1.111111111,47.11779,52.88221,399,3040.64246,42,1281,5.988961417,26.06516,35.862,55.8621,0,2.8,5.51724,77.93103,13.10345,12.73997,1.96078,64.70588,6.53595,17.64706,17.64706,23.52941,39.21569,1.96078,0,0,0,0,0,0,0,100,0,0,0.13122,0,0,0,0,0,0,0,0,0,399,145.188046,-37.84319501
2127222,0,0,0,1,0,0,0,0,0,0,61.45833333,22.917,40.625,20.833,18.3871,35.16129,17.09677,0.895705521,52.58065,47.41935,310,2533.22036,35,1297,5.733341277,29.35484,34.211,57.0175,0,2.6,3.57143,75.89286,16.96429,14.30769,0,74.45255,8.75912,18.93939,18.18182,18.93939,41.66667,0,0,0,0,0,0,0,0,100,0,0,0.12198,0,0,0,0,0,0,0,0,0,309,145.1854475,-37.84521064
2127223,2,0,0,2,70,0,11,0,2,9,52.88461538,27.885,31.731,21.154,26.34561,39.09348,13.59773,0.966480447,50.70822,49.29178,353,2042.26005,38,1302,5.863631176,20.96317,36.364,46.9697,1.63043,2.4,5.30303,73.48485,21.21212,5.70988,3.80435,62.5,9.78261,16.84783,13.58696,22.82609,41.84783,4.8913,0,0,0,0,0,0,0,100,0,0,0.17236,0,0,0,0,0,0,0,0,0,352,145.1993911,-37.83729582
2127224,0,0,0,1,50,0,1,0,0,1,73.03370787,22.472,39.326,33.708,14.52703,49.66216,9.45946,0.909677419,53.71622,46.28378,296,2234.05023,42,2178,5.690359454,26.35135,16.667,72.9167,0,3.1,0,69.14894,27.65957,4.17246,0,71.95122,3.65854,22.22222,17.28395,22.22222,34.5679,0,0,0,0,0,0,0,0,100,0,0,0.13249,0,0,0,0,0,0,0,0,0,296,145.1912587,-37.84306193
2127225,1,0,0,2,70,0,7,0,1,6,53.57142857,10.714,21.429,32.143,18.80342,29.91453,28.20513,1.148148148,41.02564,58.97436,117,704.85805,40,1125,4.753590191,23.07692,33.333,58.3333,0,2.2,0,91.66667,8.33333,10.23339,0,69.09091,10.90909,23.21429,28.57143,10.71429,26.78571,10.71429,0,0,0,0,0,0,73.70176,26.29824,0,0.56814,0.16457,0,0,0,0,0,0,0,0,0,116,145.1861668,-37.83414458
2127301,0,0,0,0,50,0,0,0,0,0,54.76190476,34.524,33.333,21.429,21.08626,42.8115,15.01597,1.072847682,47.92332,52.07668,313,2170.55861,42,1446,5.746203191,21.08626,37.615,57.7982,1.89873,2.9,2.72727,70.90909,26.36364,9.02141,0,70.88608,3.79747,13.75,21.25,14.375,38.75,8.125,0,0,0,0,0,0,0,100,0,0,0.1442,0,0,0,0,0,0,0,0,0,313,145.1837995,-37.84695684
2127302,0,0,0,0,0,0,2,0,2,0,53.91304348,28.696,24.348,29.565,22.02381,47.02381,7.44048,1.120253165,47.02381,52.97619,336,3035.65812,41,2024,5.814130532,23.5119,18.868,65.0943,4.81283,3,2.80374,72.8972,21.49533,8.25309,0,73.79679,6.41711,11.76471,18.71658,22.99465,43.31551,3.20856,0,0,0,0,0,0,0,100,0,0,0.11035,0,0,0,0,0,0,0,0,0,335,145.1741843,-37.84630752
2127303,0,0,0,0,0,0,0,0,0,0,56,19,33,23,17.85714,45.83333,11.30952,0.976331361,50.89286,49.10714,336,2612.55066,40,2025,5.811140993,25,26.667,66.6667,0,3,0,66.66667,30.47619,7.0229,2.40964,68.6747,5.42169,15.15152,23.63636,16.36364,36.36364,3.0303,0,0,0,0,0,0,0,100,0,0,0.12784,0,0,0,0,0,0,0,0,0,334,145.1874266,-37.86254406
2127304,0,0,0,0,0,0,1,0,0,1,56.2962963,33.333,34.815,21.481,19.13747,50.13477,7.00809,1.078651685,47.97844,52.02156,371,850.04678,41,2235,5.913503006,23.71968,9.174,81.6514,0,3.3,0,58.18182,39.09091,7.85414,1.46341,69.7561,4.87805,14.14634,25.36585,18.53659,39.02439,1.46341,0,72.34602,0,0,0,0,0,27.65398,0,0.54057,0.43527,0,0,0,0,0,0,0,0,0,370,145.1947875,-37.86226609
2127305,1,0,0,2,80,0,1,0,0,1,55.11811024,20.472,27.559,27.559,14.38356,32.19178,35.61644,1.502857143,40.41096,59.58904,438,1994.17399,53,566,6.08221891,17.80822,59.694,31.6327,1.76471,2.1,22.95918,59.18367,16.32653,11.2,0,65.88235,5.88235,14.11765,23.52941,15.88235,40,4.11765,0,27.10249,0,0,0,0,0,72.89751,0,0.10002,0.21964,0,0,0,0,0,0,0,0,0,438,145.1931993,-37.85930236
2127306,1,0,1,1,48.67,0,0,0,0,0,57.35294118,25,31.618,25.735,17.77251,48.10427,10.18957,0.985915493,50.23697,49.76303,422,1853.21025,41,2111,6.047372179,23.93365,24.806,62.7907,0,3.1,2.32558,65.89147,31.78295,8.75912,0,67.72727,5.90909,15.48673,26.54867,18.14159,31.85841,3.9823,0,0,0,36.73876,0,0,0,63.26124,0,0.15196,0.22825,0,0,0,0,0,0,0,0,0,423,145.1761614,-37.84771488
2127307,0,0,0,1,46.67,0,0,0,0,0,54.96183206,25.954,23.664,31.298,19.7556,43.38086,16.70061,1.102564103,47.65784,52.34216,491,2745.67372,45,1750,6.198478716,20.16293,23.636,64.2424,1.13208,2.9,4.84848,67.27273,27.87879,5.45455,1.50943,72.07547,9.0566,20.53232,14.44867,20.91255,40.68441,2.28137,0,0,0,0,0,0,0,100,0,0,0.17919,0,0,0,0,0,0,0,0,0,492,145.1857851,-37.84890634
2127308,1,0,1,5,42,0,3,0,1,2,53.68421053,22.105,21.053,32.632,15.89147,42.63566,15.50388,1.081300813,46.89922,53.10078,258,862.48372,48,1538,5.545177444,25.96899,27.778,61.1111,2.7027,2.9,0,68.91892,25.67568,9.81387,0,72.07207,3.6036,17.94872,17.94872,23.07692,38.46154,2.5641,0,7.69643,0,33.61767,0,0,0,24.98628,33.69962,0.59657,0.29682,0,0,0,0,0,0,0,0,0,256,145.1826771,-37.85268236
2127309,0,0,1,0,42,0,0,0,0,0,54.80769231,25,33.654,21.154,23.23529,40.88235,16.47059,0.852459016,53.82353,46.17647,340,2067.51334,42,1512,5.826000107,19.41176,32.174,59.1304,0,2.8,4.23729,70.33898,22.88136,7.77202,0,67.54967,9.27152,19.46309,8.72483,19.46309,43.62416,8.72483,0,17.03017,0,13.05085,0,0,0,69.91898,0,0.11483,0.16397,0,0,0,0,0,0,0,0,0,339,145.1787041,-37.85095072
2127310,0,0,0,0,63.33,0,7,0,2,5,64.65517241,25.862,29.31,35.345,13.8587,49.18478,11.41304,1.016483516,49.18478,50.81522,368,3428.94922,42,1708,5.905361848,25.54348,30,54.5455,0,3.4,0,75.22124,24.77876,8.62573,0,74.34555,4.71204,25,13.29787,22.87234,33.51064,2.12766,0,0,0,0,0,0,0,100,0,0,0.10703,0,0,0,0,0,0,0,0,0,367,145.1722857,-37.85005846
2127311,0,0,0,0,0,0,0,0,0,0,66.34615385,23.077,30.769,35.577,12.89199,44.5993,14.28571,1.072463768,48.08362,51.91638,287,3623.05085,44,1863,5.655991811,28.223,19.318,57.9545,2.18978,3.1,0,74.71264,25.28736,6.14693,2.91971,71.53285,5.10949,16.66667,23.18841,18.84058,41.30435,0,0,0,0,0,0,0,0,100,0,0,0.07894,0,0,0,0,0,0,0,0,0,286,145.1747783,-37.85107061
2127312,0,0,0,1,80,0,0,0,0,0,44.54545455,28.182,27.273,17.273,18.83289,40.3183,20.15915,1.048913043,47.74536,52.25464,377,2773.3162,44,1594,5.932245187,20.68966,30.4,61.6,0,2.8,0,82.25806,17.74194,9.17431,2.15054,69.35484,9.67742,11.29032,29.03226,16.12903,33.87097,7.52688,0,0,0,0,0,0,0,100,0,0,0.13594,0,0,0,0,0,0,0,0,0,377,145.1779164,-37.85435017
2127313,0,1,0,0,56.67,0,5,0,2,3,57.27272727,29.091,25.455,31.818,19.60352,38.76652,20.92511,1.082568807,48.01762,51.98238,454,1969.40405,43,1602,6.118097198,20.70485,23.226,63.871,1.86047,2.9,3.22581,69.67742,27.09677,7.44501,0,67.44186,6.04651,12.67606,26.76056,15.49296,34.74178,7.04225,0,28.2567,0,0,0,0,0,71.7433,0,0.10564,0.23053,0,0,0,0,0,0,0,0,0,454,145.1719679,-37.85722724
2127314,0,0,0,1,48.18,0,9,0,3,6,57.8125,28.906,28.125,29.688,16.70429,45.37246,15.12415,1.013636364,49.88713,50.11287,443,2595.40212,42,1481,6.09356977,22.7991,30.556,52.0833,2.17391,3,2.05479,72.60274,25.34247,5.88235,1.30435,73.47826,6.08696,17.10526,20.17544,14.91228,40.78947,4.38596,0,0,0,0,0,0,0,100,0,0,0.17069,0,0,0,0,0,0,0,0,0,443,145.1717474,-37.86071091
2127315,1,2,0,3,80,0,9,1,3,6,49.51456311,30.097,30.097,19.417,15.12605,40.33613,22.68908,0.961538462,50.98039,49.01961,357,1777.90099,47,1083,5.877735782,21.84874,34.921,54.7619,5.96026,2.7,3.1746,76.98413,16.66667,4.78821,0,68.21192,7.94702,24.50331,13.90728,13.90728,43.04636,1.98675,0,0,0,0,0,0,0,100,0,0,0.2008,0,0,0,0,0,0,0,0,0,357,145.1725404,-37.85358546
